Platform,Post_Type,Post_Content,Post_Timestamp,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Audience_Age,Audience_Gender,Audience_Location,Sentiment,Post_Day,Content_Length
LinkedIn,Image,Talk future peace education feeling media.,2023-12-29 19:59:23,26,352,190,3242,3461,16.41,31,Female,Swaziland,Neutral,Friday,42
Instagram,Image,Student home benefit common family.,2023-12-29 19:13:34,88,286,180,6131,1660,33.37,64,Other,Mauritius,Neutral,Friday,35
Instagram,Image,Management black food amount enough move between.,2023-12-29 17:09:53,611,82,16,3273,2116,33.51,37,Female,Ireland,Positive,Friday,49
Instagram,Link,Least brother foot.,2023-12-29 16:47:51,989,296,125,4789,1473,95.72,58,Other,France,Positive,Friday,19
Instagram,Link,Pull guess make skin.,2023-12-29 15:48:17,417,293,116,1357,2843,29.05,27,Male,Samoa,Negative,Friday,21
Twitter,Image,Say small property friend.,2023-12-29 14:48:36,167,204,95,7658,4793,9.72,34,Other,Macao,Negative,Friday,26
Twitter,Link,Stock public since author.,2023-12-29 13:44:06,743,132,54,6780,3962,23.45,47,Male,Denmark,Negative,Friday,26
Facebook,Image,Product course continue minute against plant necessary.,2023-12-29 12:31:05,417,421,131,2977,3491,27.76,21,Other,Namibia,Positive,Friday,55
Instagram,Video,Fish fish price night debate person.,2023-12-29 11:57:31,487,379,57,4890,3666,25.18,21,Male,Nauru,Neutral,Friday,36
Facebook,Link,Word career risk chair modern design possible.,2023-12-29 11:38:38,350,145,36,2967,1605,33.08,58,Other,Norway,Positive,Friday,46
LinkedIn,Link,Spend my research.,2023-12-29 10:03:46,78,370,2,5298,4958,9.08,31,Male,Italy,Neutral,Friday,18
Facebook,Image,Age southern improve development.,2023-12-29 10:00:18,14,148,176,6955,4356,7.76,25,Male,Saint Vincent and the Grenadines,Negative,Friday,33
Twitter,Video,Actually fast almost leg.,2023-12-29 09:47:13,312,200,119,2546,4290,14.71,55,Other,Guam,Positive,Friday,25
Twitter,Link,Through raise public born stand recent activity trial.,2023-12-29 09:34:15,99,357,89,9251,1070,50.93,30,Other,Mozambique,Neutral,Friday,54
Instagram,Link,Quite left my structure family.,2023-12-29 09:26:32,990,69,169,4194,2097,58.56,29,Other,Uzbekistan,Negative,Friday,31
Facebook,Link,Daughter factor real idea Mr whether free.,2023-12-29 09:15:03,112,123,185,9186,2810,14.95,41,Male,New Caledonia,Positive,Friday,42
Instagram,Image,Hotel risk task sense into have.,2023-12-29 08:33:18,246,206,193,2923,3736,17.26,38,Female,Central African Republic,Neutral,Friday,32
Twitter,Video,Wind however something consumer population can far politics.,2023-12-29 07:32:41,117,196,24,4302,1009,33.4,36,Female,Georgia,Neutral,Friday,60
Twitter,Video,Research whom parent policy.,2023-12-29 07:11:39,16,451,15,4727,4431,10.88,43,Male,Saint Kitts and Nevis,Neutral,Friday,28
Instagram,Image,Final plant rise east eat like until give.,2023-12-29 07:06:31,807,36,196,5695,2551,40.73,46,Other,Mongolia,Neutral,Friday,42
Twitter,Image,Although material cultural season various owner painting.,2023-12-29 07:00:47,34,382,97,8706,2783,18.43,35,Female,South Georgia and the South Sandwich Islands,Neutral,Friday,57
LinkedIn,Link,Notice rise expect TV decide.,2023-12-29 06:09:17,448,106,83,9857,3112,20.47,21,Other,Madagascar,Neutral,Friday,29
Facebook,Video,Act may majority cause size.,2023-12-29 06:08:27,142,21,37,7599,4419,4.53,40,Male,Korea,Negative,Friday,28
Facebook,Link,Lay send open.,2023-12-29 06:04:38,185,308,163,7223,1602,40.95,18,Male,Montserrat,Negative,Friday,14
Facebook,Video,Daughter subject let grow.,2023-12-29 05:53:26,649,364,60,8919,4646,23.1,61,Male,Spain,Neutral,Friday,26
Facebook,Image,Because recent remember sense series factor summer.,2023-12-29 04:55:50,422,397,28,9615,3334,25.4,33,Male,Northern Mariana Islands,Neutral,Friday,51
Facebook,Image,Pick place Congress mission.,2023-12-29 04:30:48,999,264,128,8215,2014,69.07,62,Other,Chile,Neutral,Friday,28
Twitter,Video,Candidate six suggest candidate.,2023-12-29 04:06:49,393,299,63,3150,2731,27.65,51,Male,Oman,Negative,Friday,32
LinkedIn,Link,During imagine here push.,2023-12-29 03:12:31,296,55,35,4991,4968,7.77,25,Female,Hungary,Negative,Friday,25
Twitter,Video,Base man edge development quickly.,2023-12-29 02:34:55,805,192,62,5614,3655,28.97,49,Female,Antigua and Barbuda,Neutral,Friday,34
Twitter,Link,Great machine themselves interest past.,2023-12-29 02:26:14,797,462,194,4570,2353,61.75,49,Female,Oman,Negative,Friday,39
Instagram,Video,Upon general room.,2023-12-29 01:34:55,651,223,182,9971,4322,24.43,20,Male,Slovakia (Slovak Republic),Positive,Friday,18
Instagram,Video,Place return happen discover perhaps.,2023-12-29 00:49:41,194,277,149,9456,1532,40.47,21,Female,Turkmenistan,Negative,Friday,37
Twitter,Image,Serious product themselves through rate success.,2023-12-29 00:41:50,9,322,140,7478,3448,13.66,58,Other,Israel,Positive,Friday,48
LinkedIn,Video,Fire pick its new eye become next.,2023-12-29 00:10:49,585,386,39,2281,3840,26.3,37,Other,Mayotte,Neutral,Friday,34
Twitter,Image,Nothing subject article author wind like tree.,2023-12-29 00:07:06,71,405,52,7369,3439,15.35,34,Other,Central African Republic,Neutral,Friday,46
Instagram,Link,Reality such generation including.,2023-12-28 23:23:02,63,106,156,1927,3477,9.35,18,Other,Kyrgyz Republic,Negative,Thursday,34
LinkedIn,Image,Stuff direction eye.,2023-12-28 21:32:48,794,472,180,2117,4427,32.66,48,Female,Palau,Neutral,Thursday,20
LinkedIn,Image,Positive play interview who there second black.,2023-12-28 21:03:13,108,474,52,7876,3689,17.19,48,Female,Luxembourg,Negative,Thursday,47
Twitter,Image,Partner relate report shoulder.,2023-12-28 20:14:43,263,31,96,8502,1862,20.95,49,Female,Latvia,Neutral,Thursday,31
Facebook,Image,Truth allow suggest computer north later around without.,2023-12-28 19:47:10,175,12,129,6791,2834,11.15,64,Male,Sri Lanka,Negative,Thursday,56
LinkedIn,Video,Near simple point behavior member product take.,2023-12-28 19:30:41,654,465,11,5218,3537,31.95,18,Male,French Southern Territories,Positive,Thursday,47
Twitter,Video,World follow long.,2023-12-28 19:18:34,774,362,120,3223,2954,42.52,20,Female,Greenland,Negative,Thursday,18
Facebook,Image,Close turn industry someone now.,2023-12-28 19:17:00,13,75,150,6930,4628,5.14,54,Male,Poland,Positive,Thursday,32
LinkedIn,Link,Power lot tend why race eye memory.,2023-12-28 17:58:24,221,347,142,8852,4191,16.94,38,Female,Tuvalu,Neutral,Thursday,35
Facebook,Image,Debate increase high.,2023-12-28 17:33:09,592,334,3,3516,2798,33.2,22,Female,South Georgia and the South Sandwich Islands,Positive,Thursday,21
Twitter,Image,Lay style this especially.,2023-12-28 17:27:52,925,125,6,9587,3335,31.66,64,Other,Paraguay,Negative,Thursday,26
LinkedIn,Link,Forget language safe need what inside.,2023-12-28 17:21:32,53,85,178,2286,4179,7.56,53,Other,Japan,Neutral,Thursday,38
Instagram,Video,Today effect keep member then ok knowledge.,2023-12-28 17:06:28,400,338,134,4819,1081,80.67,53,Male,Anguilla,Neutral,Thursday,43
LinkedIn,Video,Rock issue democratic smile approach.,2023-12-28 17:05:10,655,229,48,7327,4052,23.0,60,Female,Western Sahara,Neutral,Thursday,37
Facebook,Link,The major season use build factor.,2023-12-28 17:04:45,423,42,99,9523,823,68.53,65,Female,Turkmenistan,Negative,Thursday,34
Instagram,Link,Season lawyer attorney light.,2023-12-28 16:48:10,993,230,61,6393,3223,39.84,63,Male,Burundi,Negative,Thursday,29
Facebook,Image,Seven itself message single score can he PM.,2023-12-28 16:28:29,57,219,9,8651,1196,23.83,44,Male,Guadeloupe,Positive,Thursday,44
LinkedIn,Video,Study floor article director.,2023-12-28 14:51:10,233,177,120,8491,4359,12.16,44,Other,Netherlands,Positive,Thursday,29
LinkedIn,Video,Answer allow wife crime.,2023-12-28 13:26:14,785,247,89,3798,4587,24.44,59,Male,Liberia,Negative,Thursday,24
LinkedIn,Image,Although night become sign world newspaper become.,2023-12-28 12:24:24,225,267,177,1078,1029,65.01,46,Female,Bosnia and Herzegovina,Neutral,Thursday,50
Twitter,Video,Serious community consider baby drug firm far.,2023-12-28 11:45:14,628,12,94,1094,4874,15.06,32,Female,Cocos (Keeling) Islands,Neutral,Thursday,46
Twitter,Link,Community stop radio executive event town figure.,2023-12-28 11:20:43,170,135,67,8056,4996,7.45,23,Other,Mongolia,Negative,Thursday,49
Twitter,Video,Hour glass similar hard front.,2023-12-28 11:13:20,583,494,177,8633,1277,98.2,32,Female,Cyprus,Neutral,Thursday,30
LinkedIn,Image,Cost think activity.,2023-12-28 11:08:08,308,78,177,8695,3224,17.46,48,Male,Sweden,Negative,Thursday,20
LinkedIn,Image,Agreement politics look institution when.,2023-12-28 10:53:59,713,4,160,9387,2305,38.05,38,Male,Somalia,Positive,Thursday,41
Facebook,Link,Across part recognize candidate across.,2023-12-28 10:52:47,864,56,124,3698,3536,29.52,34,Other,United States Minor Outlying Islands,Positive,Thursday,39
Twitter,Link,Build even smile tax fire.,2023-12-28 10:49:50,307,381,154,8075,3720,22.63,37,Other,Thailand,Negative,Thursday,26
Instagram,Image,Strategy option member assume develop rule.,2023-12-28 10:45:31,400,220,78,5958,1391,50.18,25,Female,United States Minor Outlying Islands,Negative,Thursday,43
LinkedIn,Video,Growth almost knowledge similar according image.,2023-12-28 10:42:46,236,453,47,2814,1738,42.35,35,Male,Australia,Positive,Thursday,48
Instagram,Video,Though instead do visit woman.,2023-12-28 10:16:32,517,355,37,8615,2192,41.47,59,Female,Mongolia,Negative,Thursday,30
LinkedIn,Video,Leave expect section yeah fear magazine.,2023-12-28 09:21:56,213,403,156,8766,3969,19.45,44,Male,Western Sahara,Positive,Thursday,40
LinkedIn,Video,Risk director financial candidate series.,2023-12-28 08:46:27,378,403,181,4180,3173,30.32,47,Male,Uruguay,Negative,Thursday,41
LinkedIn,Image,Raise save leg enjoy money authority.,2023-12-28 08:40:07,747,165,148,4394,1099,96.45,26,Other,Turkey,Positive,Thursday,37
LinkedIn,Video,Too health she reality.,2023-12-28 08:18:00,71,61,24,9748,2234,6.98,65,Male,Japan,Neutral,Thursday,23
Facebook,Image,Kind front entire account.,2023-12-28 07:56:00,279,95,166,5650,2932,18.42,47,Male,Algeria,Positive,Thursday,26
Twitter,Link,Play including next yard itself age toward.,2023-12-28 07:52:34,605,434,185,4944,2541,48.17,59,Female,United Arab Emirates,Negative,Thursday,43
Instagram,Image,Commercial type lay film agency shoulder ask.,2023-12-28 06:32:00,459,139,94,7782,3738,18.51,60,Other,Korea,Neutral,Thursday,45
LinkedIn,Video,Identify fast building that election him.,2023-12-28 06:23:59,20,243,188,9003,2394,18.84,24,Male,Sao Tome and Principe,Negative,Thursday,41
Facebook,Image,Read or lead to.,2023-12-28 05:43:27,158,27,71,4199,2291,11.17,59,Other,Belize,Negative,Thursday,16
Twitter,Link,Act reality ever do million hear.,2023-12-28 03:46:22,985,143,194,3038,2078,63.62,20,Male,Botswana,Neutral,Thursday,33
Instagram,Image,Left something power cause.,2023-12-28 03:42:17,527,310,197,5552,2027,51.01,36,Male,Bouvet Island (Bouvetoya),Positive,Thursday,27
Facebook,Link,Few oil natural for own.,2023-12-28 03:27:41,326,54,152,4700,3047,17.46,62,Female,Armenia,Negative,Thursday,24
Instagram,Video,Once church own.,2023-12-28 02:26:02,784,312,104,9412,3297,36.4,42,Female,Benin,Positive,Thursday,16
Facebook,Video,Say responsibility visit house pick our prove.,2023-12-28 01:39:54,277,282,194,3246,4358,17.28,24,Other,Austria,Neutral,Thursday,46
Twitter,Link,Single wish pattern.,2023-12-28 01:34:56,312,489,188,3083,4490,22.03,21,Female,Bosnia and Herzegovina,Positive,Thursday,20
Twitter,Video,Network yard food chair cause trouble environmental.,2023-12-28 01:20:21,936,13,193,7653,2929,38.99,47,Male,Algeria,Negative,Thursday,52
Twitter,Video,Person data public only control wrong.,2023-12-28 01:16:35,651,356,66,9748,1863,57.6,47,Male,Senegal,Positive,Thursday,38
Facebook,Link,Couple truth blue attack enter those garden.,2023-12-28 01:16:05,650,438,38,5349,3756,29.98,30,Other,Belarus,Positive,Thursday,44
Facebook,Link,Thousand thing moment people magazine major.,2023-12-28 01:06:48,547,79,73,5840,4987,14.02,65,Female,Wallis and Futuna,Negative,Thursday,44
Twitter,Video,Wear test increase hotel.,2023-12-28 00:49:15,92,21,80,6826,3143,6.14,31,Other,Lao People's Democratic Republic,Positive,Thursday,25
Facebook,Image,Very cell wonder sense story star itself.,2023-12-28 00:15:00,642,439,190,8588,3692,34.43,45,Male,American Samoa,Neutral,Thursday,41
LinkedIn,Link,Building American dream trade change along central each.,2023-12-28 00:06:40,742,45,90,5061,4489,19.54,26,Other,Kenya,Negative,Thursday,56
Instagram,Video,These eat federal message bring form.,2023-12-27 22:34:38,693,256,80,7438,4730,21.75,52,Male,Bouvet Island (Bouvetoya),Negative,Wednesday,37
Twitter,Video,Until people a fact day speech add.,2023-12-27 22:31:22,401,356,117,5655,3975,21.99,52,Female,Angola,Negative,Wednesday,35
Instagram,Link,After sometimes bring event land.,2023-12-27 21:57:14,90,29,70,2794,3060,6.18,55,Female,Jamaica,Neutral,Wednesday,33
Facebook,Link,Act onto public course group face beautiful myself.,2023-12-27 21:50:14,549,332,75,6953,2519,37.95,49,Female,Iceland,Neutral,Wednesday,51
Facebook,Video,Beat particularly public his beat executive.,2023-12-27 21:18:05,115,345,35,5527,2919,16.96,35,Male,Swaziland,Neutral,Wednesday,44
Facebook,Link,New claim close note enjoy production.,2023-12-27 20:52:35,910,353,57,2577,4906,26.91,48,Other,Christmas Island,Positive,Wednesday,38
Twitter,Video,Democrat almost different loss.,2023-12-27 20:00:47,188,459,25,5978,4644,14.47,29,Female,Montenegro,Neutral,Wednesday,31
Facebook,Video,Almost country section reason rock red.,2023-12-27 19:39:28,970,153,93,3034,2986,40.72,65,Male,Mauritius,Positive,Wednesday,39
Facebook,Image,May sign yet later last write hope.,2023-12-27 19:01:31,805,345,174,2839,1430,92.59,26,Female,El Salvador,Positive,Wednesday,35
LinkedIn,Video,Region bed fast or.,2023-12-27 18:13:28,131,237,114,4458,4136,11.65,21,Other,Mauritius,Negative,Wednesday,19
Facebook,Image,Some against when same into officer.,2023-12-27 18:08:20,407,358,110,3572,3776,23.17,59,Female,Tunisia,Neutral,Wednesday,36
LinkedIn,Image,Rather capital building yeah rule.,2023-12-27 18:03:25,518,182,132,5227,3682,22.6,43,Other,Lebanon,Positive,Wednesday,34
Facebook,Image,Leg public become seven.,2023-12-27 17:19:10,38,292,119,8609,3616,12.42,43,Female,Bhutan,Neutral,Wednesday,24
Twitter,Link,Attack sign safe official.,2023-12-27 17:01:19,702,127,126,2121,3793,25.18,32,Male,Austria,Neutral,Wednesday,26
Instagram,Video,Shake than successful movie price.,2023-12-27 16:58:24,97,49,4,4826,887,16.91,25,Other,Gabon,Negative,Wednesday,34
Instagram,Image,Quite exist half cup.,2023-12-27 15:50:08,921,209,161,1572,3678,35.1,40,Male,Andorra,Positive,Wednesday,21
Instagram,Image,Door culture data move.,2023-12-27 15:09:59,150,107,179,3114,2878,15.15,20,Female,Netherlands,Negative,Wednesday,23
Twitter,Image,Health kid position.,2023-12-27 14:50:20,737,360,4,1702,2923,37.67,44,Female,Christmas Island,Negative,Wednesday,20
LinkedIn,Image,Describe car wait human onto just.,2023-12-27 14:48:38,686,313,131,4644,2816,40.13,59,Male,South Africa,Neutral,Wednesday,34
LinkedIn,Video,To pass day.,2023-12-27 14:42:07,627,146,20,7448,2043,38.82,20,Other,Kenya,Neutral,Wednesday,12
Instagram,Image,Stage investment miss particular usually.,2023-12-27 13:52:33,343,434,182,9575,3090,31.04,45,Male,Colombia,Positive,Wednesday,41
Instagram,Video,Continue its mouth.,2023-12-27 13:03:26,255,438,170,4048,2539,33.99,47,Other,San Marino,Neutral,Wednesday,19
LinkedIn,Image,Soldier former across imagine scientist decide listen executive.,2023-12-27 12:38:21,702,302,66,8571,1810,59.12,42,Female,Iceland,Neutral,Wednesday,64
Twitter,Link,Increase center begin day relate.,2023-12-27 12:23:41,768,367,150,6211,2888,44.49,45,Other,Monaco,Neutral,Wednesday,33
LinkedIn,Image,Right name source million field pattern certain.,2023-12-27 12:00:17,162,35,26,7013,4103,5.44,29,Other,Monaco,Neutral,Wednesday,48
Instagram,Video,Some interview stand build night.,2023-12-27 11:54:08,825,12,3,6001,1892,44.4,23,Female,Marshall Islands,Neutral,Wednesday,33
Instagram,Link,Rich civil outside rest draw discussion wear her.,2023-12-27 10:45:26,495,156,34,5672,3801,18.02,43,Other,Dominica,Positive,Wednesday,49
Twitter,Video,Recently increase capital range economic six experience by.,2023-12-27 10:08:21,32,324,53,1188,2411,16.96,22,Male,Bosnia and Herzegovina,Positive,Wednesday,59
Twitter,Image,Local none we view growth.,2023-12-27 09:56:56,516,391,162,8533,1503,71.12,26,Female,Kenya,Negative,Wednesday,26
LinkedIn,Video,Treatment discover quite impact.,2023-12-27 09:42:36,171,152,166,1265,1383,35.36,63,Male,Croatia,Neutral,Wednesday,32
Facebook,Image,Friend argue citizen behind box.,2023-12-27 08:07:40,100,414,31,4985,2309,23.6,26,Other,South Africa,Positive,Wednesday,32
Twitter,Image,Wall federal operation go marriage none late although.,2023-12-27 07:16:35,730,420,119,3798,2297,55.25,50,Other,Solomon Islands,Positive,Wednesday,54
Facebook,Image,Run care read however magazine go.,2023-12-27 07:03:12,882,216,56,8403,4819,23.95,36,Other,Reunion,Negative,Wednesday,34
Twitter,Link,Do share century responsibility population popular view.,2023-12-27 06:44:45,255,173,57,8384,3963,12.24,37,Male,Australia,Negative,Wednesday,56
Twitter,Image,Strong fast activity sure within shake paper life.,2023-12-27 06:18:02,644,326,160,7449,3897,29.0,45,Male,Syrian Arab Republic,Negative,Wednesday,50
LinkedIn,Image,Consumer ground them.,2023-12-27 05:56:49,102,268,17,8574,3162,12.24,39,Male,United Arab Emirates,Positive,Wednesday,21
LinkedIn,Link,Other contain meeting brother.,2023-12-27 05:53:40,230,115,179,7095,3291,15.92,26,Other,United States Minor Outlying Islands,Positive,Wednesday,30
Facebook,Video,Vote summer film these.,2023-12-27 05:20:14,724,201,35,3460,2856,33.61,37,Male,Albania,Negative,Wednesday,23
Facebook,Image,Ok whatever finally instead within bit factor.,2023-12-27 04:54:59,983,242,155,3645,1723,80.09,34,Other,Guadeloupe,Negative,Wednesday,46
LinkedIn,Link,Group debate opportunity attorney occur grow.,2023-12-27 04:45:08,356,115,58,6203,2065,25.62,54,Other,United Arab Emirates,Neutral,Wednesday,45
Facebook,Link,Hundred whether school least care ahead.,2023-12-27 04:27:58,730,386,10,2209,3363,33.48,21,Male,Iraq,Neutral,Wednesday,40
Instagram,Video,Involve main case ability window manage.,2023-12-27 04:23:34,394,55,124,1333,1322,43.34,60,Female,Sierra Leone,Positive,Wednesday,40
